Airport Code,Airport Name,City Name,Country Name,,,,,,,
WAJ,Wawoi Falls,Wawoi Falls,Papua New Guinea,,,,,,,
GFN,Grafton,Grafton,Australia,,,,,,,
GOV,Nhulunbuy,Gove,Australia,,,,,,,
TYM,Staniel Cay,Staniel Cay,Bahamas,,,,,,,
MGM,Dannelly Fld,Montgomery,United States,,,,,,,
EMO,Emo,Emo,Papua New Guinea,,,,,,,
SSV,Siasi,Siasi,Philippines,,,,,,,
BUT,Burtonwood,Burtonwood,United Kingdom,,,,,,,
WCR,Chandalar,Chandalar,United States,,,,,,,
YYZ,Lester B. Pearson International,Toronto,Canada,,,,,,,
YQY,Sydney,"Sydney, NS",Canada,,,,,,,
YXT,Terrace,"Terrace, BC",Canada,,,,,,,
CHA,Lovell Field,"Chattanooga,TN",United States,,,,,,,
BXT,Bontang,Bontang,Indonesia,,,,,,,
INQ,Inisheer,Inisheer,Ireland,,,,,,,
AOI,Falconara,Ancona,Italy,,,,,,,
KMJ,Kumamoto,Kumamoto,Japan,,,,,,,
MPA,Mpacha,Mpacha,Namibia,,,,,,,
XPR,Pine Ridge,Pine Ridge,United States,,,,,,,
AAY,Al Ghaydah,Al Ghaydah,Yemen,,,,,,,
ZFJ,Rennes,Rennes,France,,,,,,,
AON,Arona,Arona,Papua New Guinea,,,,,,,
KEX,Kanabea,Kanabea,Papua New Guinea,,,,,,,
KUP,Kupiano,Kupiano,Papua New Guinea,,,,,,,
MQY,Smyrna,Smyrna,United States,,,,,,,
AYZ,Zahns,Amityville,United States,,,,,,,
SNB,Snake Bay,Snake Bay,Australia,,,,,,,
PVA,Providencia,Providencia,Colombia,,,,,,,
LCL,La Coloma,La Coloma,Cuba,,,,,,,
VHY,Charmeil,Vichy,France,,,,,,,
NQT,Nottingham Airport,Nottingham,United Kingdom,,,,,,,
URD,Burg Feuerstein,Burg Feuerstein,Germany,,,,,,,
BJD,Bakkafjordur,Bakkafjordur,Iceland,,,,,,,
SDA,Baghdad International,Baghdad,Iraq,,,,,,,
MSJ,Misawa,Misawa,Japan,,,,,,,
ILU,Kilaguni,Kilaguni,Kenya,,,,,,,
SLU,George F L Charles,Castries,Saint Lucia,,,,,,,
SRU,Skypark,Santa Cruz,United States,,,,,,,
MEP,Mersing,Mersing,Malaysia,,,,,,,
HEH,Heho,Heho,Myanmar,,,,,,,
BCN,El Prat De Llobregat,Barcelona,Spain,,,,,,,
HSZ,Hsinchu,Hsinchu,Taiwan,,,,,,,
EDO,Edremit/korfez,Edremit/korfez,Turkey,,,,,,,
BBP,Bembridge,Bembridge,United Kingdom,,,,,,,
SRE,Juana Azurduy de Padilla,Sucre,Bolivia,,,,,,,
YDB,Burwash Landings,Burwash Landings,Canada,,,,,,,
ZNC,Nyac,Nyac,United States,,,,,,,
SME,Pulaski County,Somerset,United States,,,,,,,
RNC,Warren County,Mcminnville,United States,,,,,,,
UIO,Mariscal Sucre,Quito,Ecuador,,,,,,,
ZKM,Sette Cama,Sette Cama,Gabon,,,,,,,
GOU,Garoua,Garoua,Cameroon,,,,,,,
HDB,Heidelberg,Heidelberg,Germany,,,,,,,
PTP,Le Raizet,Pointe-a-pitre,Guadeloupe,,,,,,,
VPN,Vopnafjordur,Vopnafjordur,Iceland,,,,,,,
CLB,Castlebar,Castlebar,Ireland,,,,,,,
PMB,Intermediate,Pembina,United States,,,,,,,
BTK,Bratsk,Bratsk,Russian Federation,,,,,,,
LUY,Lushoto,Lushoto,Tanzania,,,,,,,
UTH,Udon Thani,Udon Thani,Thailand,,,,,,,
MZH,Merzifon,Merzifon,Turkey,,,,,,,
JMU,Jiamusi,Jiamusi,China,,,,,,,
PCR,Puerto Carreno,Puerto Carreno,Colombia,,,,,,,
OCI,Oceanic,Oceanic,United States,,,,,,,
PTU,Platinum,Platinum,United States,,,,,,,
SHV,Regional,Shreveport,United States,,,,,,,
MSS,Richards Field,Massena,United States,,,,,,,
SFG,Esperance,St Martin,Netherlands Antilles,,,,,,,
BKN,Birni Nkoni,Birni Nkoni,Niger,,,,,,,
AQP,Rodriguez Ballon,Arequipa,Peru,,,,,,,
GLK,Galcaio,Galcaio,Somalia,,,,,,,
EDB,Eldebba,Eldebba,Sudan,,,,,,,
PZA,Casanare,Paz De Ariporo,Colombia,,,,,,,
GMR,Gambier Is,Gambier Is,French Polynesia,,,,,,,
OMB,Omboue,Omboue,Gabon,,,,,,,
GKE,Geilenkirchen,Geilenkirchen,Germany,,,,,,,
JDH,Jodhpur,Jodhpur,India,,,,,,,
YAJ,Lyall Harbour,Lyall Harbour,Canada,,,,,,,
ELO,Eldorado,Eldorado,Argentina,,,,,,,
CQP,Cape Flattery,Cape Flattery,Australia,,,,,,,
YGO,Gods Narrows,Gods Narrows,Canada,,,,,,,
TQR,San Domino Island,San Domino Island,Italy,,,,,,,
OKU,Mokuti Lodge,Mokuti Lodge,Namibia,,,,,,,
AMS,Amsterdam-Schiphol,Amsterdam,Netherlands,,,,,,,
IBA,Ibadan,Ibadan,Nigeria,,,,,,,
SQW,Skive Airport,Skive,Denmark,,,,,,,
AHI,Amahai,Amahai,Indonesia,,,,,,,
KCR,Colorado Creek,Colorado Creek,United States,,,,,,,
FFL,Municipal,Fairfield,United States,,,,,,,
LNP,Wise,Wise,United States,,,,,,,
DLU,Dali,Dali City,China,,,,,,,
LTM,Lethem,Lethem,Guyana,,,,,,,
RUU,Ruti,Ruti,Papua New Guinea,,,,,,,
STD,Mayo Guerrero,Santo Domingo,Venezuela,,,,,,,
YOO,Oshawa,Oshawa,Canada,,,,,,,
PUG,Port Augusta,Port Augusta,Australia,,,,,,,
KLU,Alpe Adria,Klagenfurt,Austria,,,,,,,
AAI,Arraias,Arraias,Brazil,,,,,,,
GJM,Guajara-Mirim,Guajara-Mirim,Brazil,,,,,,,
KTI,Kratie,Kratie,Cambodia,,,,,,,
YXC,Cranbrook,Cranbrook,Canada,,,,,,,
BOG,Eldorado International,Bogota,Colombia,,,,,,,
GMM,Gamboma,Gamboma,Congo,,,,,,,
JUV,Heliport,Upernavik,Greenland,,,,,,,
BAP,Baibara,Baibara,Papua New Guinea,,,,,,,
NUF,Castlereigh Reservoir,Hatton,Sri Lanka,,,,,,,
ORF,Norfolk International Airport,Norfolk,United States,,,,,,,
OWA,Owatonna,Owatonna,United States,,,,,,,
PIR,Pierre,Pierre,United States,,,,,,,
SCF,Scottsdale Municipal,Phoenix,United States,,,,,,,
ESO,Espanola,Espanola,United States,,,,,,,
FLO,Florence,Florence,United States,,,,,,,
INX,Inanwatan,Inanwatan,Indonesia,,,,,,,
RJB,Rajbiraj,Rajbiraj,Nepal,,,,,,,
MSL,Sheffield,Sheffield,United States,,,,,,,
MNR,Mongu,Mongu,Zambia,,,,,,,
VFA,Victoria Falls,Victoria Falls,Zimbabwe,,,,,,,
ELH,International,North Eleuthera,Bahamas,,,,,,,
PKW,Selebi-Phikwe,Selebi-Phikwe,Botswana,,,,,,,
YOH,Oxford House,Oxford House,Canada,,,,,,,
AQG,Anqing,Anqing,China,,,,,,,
BBI,Bhubaneswar,Bhubaneswar,India,,,,,,,
ZAL,Pichoy,Valdivia,Chile,,,,,,,
QCU,Heliport,Akunnaaq,Greenland,,,,,,,
IDR,Devi Ahilyabai Holkar,Indore,India,,,,,,,
CIO,MCAL Lopez,Concepcion,Paraguay,,,,,,,
PJC,Pedro Juan Caballero,Pedro Juan Caballero,Paraguay,,,,,,,
BNQ,Baganga,Baganga,Philippines,,,,,,,
JAX,"Jacksonville,","Jacksonville, FL",United States,,,,,,,
OLM,Olympia,Olympia,United States,,,,,,,
RBB,Borba,Borba,Brazil,,,,,,,
XGL,Granville Lake,Granville Lake,Canada,,,,,,,
ELG,Djamet,El Golea,Algeria,,,,,,,
BPF,Batuna Aerodrome,Batuna,Solomon Islands,,,,,,,
TRR,China Bay,Trincomalee,Sri Lanka,,,,,,,
HAV,Jose Marti Intl,Havana,Cuba,,,,,,,
MZR,Mazar-i-sharif,Mazar-i-sharif,Afghanistan,,,,,,,
GPO,General Pico,General Pico,Argentina,,,,,,,
MFP,Manners Creek,Manners Creek,Australia,,,,,,,
BQT,Brest,Brest,Belarus,,,,,,,
LML,Lae Island,Lae Island,Marshall Islands,,,,,,,
MXY,Mccarthy,Mccarthy,United States,,,,,,,
CHK,Municipal,Chickasha,United States,,,,,,,
ETS,Municipal,Enterprise,United States,,,,,,,
SVV,San Salvador De,San Salvador De,Venezuela,,,,,,,
MJM,Mbuji Mayi,Mbuji Mayi,Zaire,,,,,,,
NIB,Nikolai,Nikolai,United States,,,,,,,
AMM,Queen Alia Intl,Amman,Jordan,,,,,,,
EDL,Eldoret,Eldoret,Kenya,,,,,,,
HFT,Hammerfest,Hammerfest,Norway,,,,,,,
HTG,Hatanga,Hatanga,Russian Federation,,,,,,,
TUI,Turaif,Turaif,Saudi Arabia,,,,,,,
CIB,Ap In The Sky,Catalina Island,United States,,,,,,,
PLN,Emmet County,Pellston,United States,,,,,,,
JLB,Heliport,Long Beach,United States,,,,,,,
SJT,Mathis Fld,San Angelo,United States,,,,,,,
MRC,Maury County,Columbia,United States,,,,,,,
CMA,Cunnamulla,Cunnamulla,Australia,,,,,,,
ORS,Waterport,Orpheus Island Resort,Australia,,,,,,,
AUZ,Municipal Airport,Aurora,United States,,,,,,,
GOM,Goma,Goma,Democratic Republic Of Congo,,,,,,,
ATZ,Assiut,Assiut,Egypt,,,,,,,
ASM,Yohannes IV,Asmara,Eritrea,,,,,,,
PXS,Puerto De Santa Maria,Puerto De Santa Maria,Spain,,,,,,,
MQC,Miquelon Aprt,Miquelon,St. Pierre and Miquelon,,,,,,,
ARA,Acadiana Regional,New Iberia,United States,,,,,,,
AOH,Allen County,Lima,United States,,,,,,,
JDT,Downtown Heliport,Minneapolis,United States,,,,,,,
CAR,Municipal,Caribou,United States,,,,,,,
KUV,Gunsan,Gunsan,Korea,,,,,,,
AIP,Ailinglapalap Island,Ailinglapalap Island,Marshall Islands,,,,,,,
LEG,Aleg,Aleg,Mauritania,,,,,,,
KAK,Kar,Kar,Papua New Guinea,,,,,,,
XCN,Coron Airport,Coron,Philippines,,,,,,,
ILZ,Zilina,Zilina,Slovak Republic,,,,,,,
PTH,Port Heiden,Port Heiden,United States,,,,,,,
MHR,Sacramento Mather Airport,"Sacramento, CA",United States,,,,,,,
EWN,Simmons Nott,New Bern,United States,,,,,,,
YZV,Sept-Iles,Sept-Iles,Canada,,,,,,,
LJG,Lijiang,Lijiang City,China,,,,,,,
MQR,Mosquera,Mosquera,Colombia,,,,,,,
ZUE,Zuenoula,Zuenoula,Cote D'Ivoire,,,,,,,
KAH,City Heliport,Melbourne,Australia,,,,,,,
HRN,Heliport,Heron Island,Australia,,,,,,,
PTE,Port Stephens,Port Stephens,Australia,,,,,,,
HVM,Hvammstangi,Hvammstangi,Iceland,,,,,,,
BUZ,Bushehr,Bushehr,Iran,,,,,,,
GUG,Guari,Guari,Papua New Guinea,,,,,,,
EIA,Popondetta,Eia,Papua New Guinea,,,,,,,
LZM,Luzamba,Luzamba,Angola,,,,,,,
YQS,Pembroke Area Mncpl,St Thomas,Canada,,,,,,,
VAF,Chabeuil,Valence,France,,,,,,,
CGK,Soekarno-Hatta International,Jakarta,Indonesia,,,,,,,
PIM,Garden Harris County,Pine Mountain,United States,,,,,,,
CCY,Municipal,Charles City,United States,,,,,,,
INT,Smith-Reynolds,Winston Salem,United States,,,,,,,
PHU,Phu Vinh,Phu Vinh,Viet Nam,,,,,,,
IPU,Ipiau,Ipiau,Brazil,,,,,,,
WHU,Wuhu,Wuhu,China,,,,,,,
CPL,Chaparral,Chaparral,Colombia,,,,,,,
BCP,Bambu,Bambu,Papua New Guinea,,,,,,,
CNX,Chiang Mai International,Chiang Mai,Thailand,,,,,,,
EBB,Entebbe,Entebbe,Uganda,,,,,,,
KHC,Kerch,Kerch,Ukraine,,,,,,,
SOK,Semongkong,Semongkong,Lesotho,,,,,,,
ENV,Wendover,Wendover,United States,,,,,,,
CRC,Cartago,Cartago,Colombia,,,,,,,
CER,Maupertus,Cherbourg,France,,,,,,,
WNE,Wora Na Ye,Wora Na Ye,Gabon,,,,,,,
TLV,Ben Gurion Intl,Tel Aviv Yafo,Israel,,,,,,,
JRE,East 60th Street H/P,New York,United States,,,,,,,
SHH,Shishmaref,Shishmaref,United States,,,,,,,
ZVK,Savannakhet,Savannakhet,Laos,,,,,,,
TBV,Tabal,Tabal,Marshall Islands,,,,,,,
BFA,Bahia Negra,Bahia Negra,Paraguay,,,,,,,
ADB,Adnan Menderes,Izmir,Turkey,,,,,,,
LSD,Blue Grass Station Army Heliport,"Lexington, KY",United States,,,,,,,
HNX,Hanna,Hanna,Canada,,,,,,,
KNV,Knights Inlet,Knights Inlet,Canada,,,,,,,
TIN,Tindouf,Tindouf,Algeria,,,,,,,
MYJ,Matsuyama,Matsuyama,Japan,,,,,,,
JCN,Heliport,Incheon,Korea,,,,,,,
WJU,WonJu,WonJu,Korea,,,,,,,
MMW,Moma,Moma,Mozambique,,,,,,,
BDN,Talhar,Badin,Pakistan,,,,,,,
KEJ,Kemerovo,Kemerovo,Russian Federation,,,,,,,
FWM,Heliport,Fort William,United Kingdom,,,,,,,
PIK,Prestwick,"Prestwick, South Ayrshire",United Kingdom,,,,,,,
CDC,Cedar City,Cedar City,United States,,,,,,,
PUQ,Pres Ibanez,Punta Arenas,Chile,,,,,,,
RCM,Richmond,Richmond,Australia,,,,,,,
JCM,Jacobina,Jacobina,Brazil,,,,,,,
ZBM,Bromont,Bromont,Canada,,,,,,,
YKC,Collins Bay,Collins Bay,Canada,,,,,,,
NNK,Naknek,Naknek,United States,,,,,,,
MAT,Matadi,Matadi,Zaire,,,,,,,
AAC,Al Arish International Airport,Al Arish,Egypt,,,,,,,
XRF,Marseille Railway,Marseille,France,,,,,,,
BTR,Ryan,Baton Rouge,United States,,,,,,,
CES,Cessnock,Cessnock,Australia,,,,,,,
HCQ,Halls Creek,Halls Creek,Australia,,,,,,,
FCN,Cuxhaven/Nordholz,Cuxhaven,Germany,,,,,,,
JGA,Govardhanpur,Jamnagar,India,,,,,,,
FRR,Front Royal-Warren County,"Front Royal,",United States,,,,,,,
JCY,Johnson,Johnson,United States,,,,,,,
DTL,Municipal,Detroit Lakes,United States,,,,,,,
IMD,Imonda,Imonda,Papua New Guinea,,,,,,,
EPK,Episkopi,Episkopi,Cyprus,,,,,,,
KVA,Megas Alexandros International,Kavala,Greece,,,,,,,
FOM,Foumban,Foumban,Cameroon,,,,,,,
GOJ,Nizhniy Novgorod,Nizhniy Novgorod,Russian Federation,,,,,,,
HHQ,Hua Hin Airport,Hua Hin,Thailand,,,,,,,
AED,Aleneva,Aleneva,United States,,,,,,,
BIS,Bismarck,Bismarck,United States,,,,,,,
EFD,Ellington Field,Houston,United States,,,,,,,
LAM,Los Alamos,Los Alamos,United States,,,,,,,
HLM,Park Township,Holland,United States,,,,,,,
UKR,Mukeiras,Mukeiras,Yemen,,,,,,,
PKP,Puka Puka,Puka Puka,French Polynesia,,,,,,,
LUS,Lusanga,Lusanga,Zaire,,,,,,,
MTA,Matamata,Matamata,New Zealand,,,,,,,
BGO,"Bergen Airport, Flesland",Bergen,Norway,,,,,,,
USU,Puerto Princessa,Busuanga,Philippines,,,,,,,
ANW,Ainsworth,Ainsworth,United States,,,,,,,
CNO,Chino,Chino,United States,,,,,,,
JDB,Downtown Heliport,Dallas,United States,,,,,,,
VAP,Valparaiso,Valparaiso,Chile,,,,,,,
TNH,Tonghua Liuhe,Tonghua,China,,,,,,,
SXF,Schönefeld,Berlin,Germany,,,,,,,
HYD,Chennai Airport,Hyderabad,India,,,,,,,
UBR,Ubrub,Ubrub,Indonesia,,,,,,,
DEF,Dezful,Dezful,Iran,,,,,,,
JRS,Jerusalem,Jerusalem,Israel,,,,,,,
BLN,Benalla,Benalla,Australia,,,,,,,
YDQ,Dawson Creek,Dawson Creek,Canada,,,,,,,
YSD,Suffield,Suffield,Canada,,,,,,,
BYL,Bella Yella,Bella Yella,Liberia,,,,,,,
XWK,Karlskrona Rail Svc.,Ronneby,Sweden,,,,,,,
SWF,Stewart,Newburgh,United States,,,,,,,
ZFW,Fairview,Fairview,Canada,,,,,,,
YJO,Johnny Mountain,Johnny Mountain,Canada,,,,,,,
MTF,Mizan Teferi,Mizan Teferi,Ethiopia,,,,,,,
NIT,Niort,Niort,France,,,,,,,
MXS,Maota Savaii Is,Maota Savaii Is,Samoa,,,,,,,
AAH,Aachen/Merzbruck,Aachen,Germany,,,,,,,
MNA,Melangguane,Melangguane,Indonesia,,,,,,,
COQ,Choibalsan,Choibalsan,Mongolia,,,,,,,
VNX,Vilanculos,Vilanculos,Mozambique,,,,,,,
TVC,Cherry Capital Airport,Traverse City,United States,,,,,,,
CIU,Chippewa County,Sault Ste Marie,United States,,,,,,,
HSH,Henderson Sky Harbor,Las Vegas,United States,,,,,,,
SRR,Dunwich,Stradbroke Island,Australia,,,,,,,
TBL,Tableland,Tableland,Australia,,,,,,,
XBG,Bogande,Bogande,Burkina Faso,,,,,,,
GKA,Goroka,Goroka,Papua New Guinea,,,,,,,
GKT,Gatlinburg,Gatlinburg,United States,,,,,,,
HOL,Holikachu,Holikachu,United States,,,,,,,
LOR,Lowe Army Heliport,Ozark,United States,,,,,,,
AYH,RAF Station,Alconbury,United Kingdom,,,,,,,
KBB,Kirkimbie,Kirkimbie,Australia,,,,,,,
JNX,Naxos Airport,Naxos,Greece,,,,,,,
BBQ,Barbuda,Barbuda,Antigua and Barbuda,,,,,,,
CPC,Chapelco,San Martin DeLos Andes,Argentina,,,,,,,
NTL,Williamtown,Newcastle,Australia,,,,,,,
YAB,Arctic Bay,Arctic Bay,Canada,,,,,,,
XPK,Pukatawagan,Pukatawagan,Canada,,,,,,,
KUM,Yakushima,Yakushima,Japan,,,,,,,
OTL,Boutilimit,Boutilimit,Mauritania,,,,,,,
GLL,Klanten Arpt,Gol,Norway,,,,,,,
ECS,Mondell,Newcastle,United States,,,,,,,
RKC,Yreka,Yreka,United States,,,,,,,
GFA,Malmstrom AFB,Great Falls,United States,,,,,,,
OGO,Abengourou,Abengourou,Cote D'Ivoire,,,,,,,
BHO,Bhopal,Bhopal,India,,,,,,,
NGO,Centrair,Tokoname,Japan,,,,,,,
SBV,Sabah,Sabah,Papua New Guinea,,,,,,,
MWZ,Mwanza,Mwanza,Tanzania,,,,,,,
AKD,Akola,Akola,India,,,,,,,
APG,Phillips AAF,Aberdeen,United States,,,,,,,
HMT,Ryan Field,Hemet,United States,,,,,,,
WOK,Wonken,Wonken,Venezuela,,,,,,,
VMU,Baimuru,Baimuru,Papua New Guinea,,,,,,,
AGK,Kagua,Kagua,Papua New Guinea,,,,,,,
KPL,Kapal,Kapal,Papua New Guinea,,,,,,,
RXS,Roxas City,Roxas City,Philippines,,,,,,,
RZE,Jasionka,Rzeszow,Poland,,,,,,,
VVZ,Illizi,Illizi,Algeria,,,,,,,
NDF,Ndalatandos,Ndalatandos,Angola,,,,,,,
RSE,Rose Bay,Sydney,Australia,,,,,,,
JAF,Kankesanturai,Jaffna,Sri Lanka,,,,,,,
TWY,Tawa,Tawa,Papua New Guinea,,,,,,,
BZI,Balikesir,Balikesir,Turkey,,,,,,,
FJR,Fujairah Intl,Al-fujairah,United Arab Emirates,,,,,,,
SNH,Stanthorpe,Stanthorpe,Australia,,,,,,,
URB,Ernesto Pochler,Urubupunga,Brazil,,,,,,,
WIL,Wilson,Nairobi,Kenya,,,,,,,
PQM,Palenque,Palenque,Mexico,,,,,,,
TDW,Tradewind,Amarillo,United States,,,,,,,
UOX,University-Oxford,Oxford,United States,,,,,,,
AEA,Abemama Atoll,Abemama Atoll,Kiribati,,,,,,,
NIS,Simberi,Simberi Island,Papua New Guinea,,,,,,,
SIN,Changi,Singapore,Singapore,,,,,,,
UCE,Eunice,Eunice,United States,,,,,,,
FLD,Fond Du Lac,Fond Du Lac,United States,,,,,,,
SLT,Salida,Salida,United States,,,,,,,
BWI,Baltimore/Washington International Thurgood Marshall,"Baltimore, MD",United States,,,,,,,
CNJ,Cloncurry,Cloncurry,Australia,,,,,,,
LNZ,Blue Danube,Linz,Austria,,,,,,,
AAD,Ad-Dabbah,Ad-Dabbah,Sudan,,,,,,,
WHS,Whalsay,Whalsay,United Kingdom,,,,,,,
DEN,Denver International,Denver,United States,,,,,,,
CEZ,Montezuma County,Cortez,United States,,,,,,,
BEY,Beirut Rafic Hariri Airport,Beirut,Lebanon,,,,,,,
AMY,Ambatomainty,Ambatomainty,Madagascar,,,,,,,
BMY,Belep Island,Belep Island,New Caledonia,,,,,,,
TBG,Tabubil,Tabubil,Papua New Guinea,,,,,,,
BCQ,Brack,Brack,Libya,,,,,,,
WAD,Andriamena,Andriamena,Madagascar,,,,,,,
SNQ,San Quintin,San Quintin,Mexico,,,,,,,
USQ,Usak,Usak,Turkey,,,,,,,
SVP,Kuito,Kuito,Angola,,,,,,,
HLV,Helenvale,Helenvale,Australia,,,,,,,
APY,Alto Parnaiba,Alto Parnaiba,Brazil,,,,,,,
IGU,Cataratas,Iguassu Falls,Brazil,,,,,,,
YDK,Main Duck Island,Main Duck Island,Canada,,,,,,,
DAH,Dathina,Dathina,Yemen,,,,,,,
CYE,Crystal Lake,Crystal Lake,United States,,,,,,,
NKI,Naukiti,Naukiti,United States,,,,,,,
ORL,Orlando Executive,Orlando,United States,,,,,,,
KDH,Kandahar,Kandahar,Afghanistan,,,,,,,
BRC,International,San Carlos DeBariloche,Argentina,,,,,,,
ROY,Rio Mayo,Rio Mayo,Argentina,,,,,,,
PUP,Po,Po,Burkina Faso,,,,,,,
YYG,Charlottetown,Charlottetown,Canada,,,,,,,
YBE,Uranium City,Uranium City,Canada,,,,,,,
RRO,Sorrento,Naples,Italy,,,,,,,
SEM,Craig AFB,Selma,United States,,,,,,,
MLC,Mc Alester,Mc Alester,United States,,,,,,,
KYZ,Kyzyl,Kyzyl,Russian Federation,,,,,,,
UZC,Ponikve,Uzice,Serbia,,,,,,,
WLD,Arkansas City,Winfield,United States,,,,,,,
XLO,Long Xuyen,Long Xuyen,Viet Nam,,,,,,,
MOR,Moore-Murrell,Morristown,United States,,,,,,,
SFZ,North Central,"Pawtucket, RI",United States,,,,,,,
MIF,Roy Hurd Memorial,Monahans,United States,,,,,,,
VRY,Stolport,Vaeroy,Norway,,,,,,,
NIC,Nicosia International,Nicosia,Cyprus,,,,,,,
CCF,Salvaza,Carcassonne,France,,,,,,,
RDE,Merdey,Merdey,Indonesia,,,,,,,
BMV,Phung-Duc,Banmethuot,Viet Nam,,,,,,,
BUG,Gen V Deslandes,Benguela,Angola,,,,,,,
MNX,Manicore,Manicore,Brazil,,,,,,,
YCN,Cochrane,Cochrane,Canada,,,,,,,
AAE,Les Salines,Annaba,Algeria,,,,,,,
MUP,Mulga Park,Mulga Park,Australia,,,,,,,
YDA,Dawson City,Dawson City,Canada,,,,,,,
YQX,Gander International,Gander,Canada,,,,,,,
ZPO,Pine House,Pine House,Canada,,,,,,,
CJJ,Cheongju,Cheongju,Korea,,,,,,,
LIX,Likoma,Likoma Island,Malawi,,,,,,,
MEE,Mare,Mare,New Caledonia,,,,,,,
KCT,Koggala,Koggala,Sri Lanka,,,,,,,
BRF,Bradford,Bradford,United Kingdom,,,,,,,
KEO,Odienne,Odienne,Cote D'Ivoire,,,,,,,
CKX,Chicken,Chicken,United States,,,,,,,
LRV,Los Roques,Los Roques,Venezuela,,,,,,,
CFG,Cienfuegos,Cienfuegos,Cuba,,,,,,,
BSM,Bishe-kola,Bishe-kola,Iran,,,,,,,
SCH,Schenectady County,"Schenectady, NY",United States,,,,,,,
TNC,Tin City Afs,"Tin City, AK",United States,,,,,,,
IPA,Ipota,Ipota,Vanuatu,,,,,,,
SRT,Soroti,Soroti,Uganda,,,,,,,
HED,Herendeen,Herendeen,United States,,,,,,,
ABG,Abingdon,Abingdon,Australia,,,,,,,
TCW,Tocumwal,Tocumwal,Australia,,,,,,,
RHL,Roy Hill,Roy Hill,Australia,,,,,,,
SOF,Sofia,Sofia,Bulgaria,,,,,,,
SUR,Summer Beaver,Summer Beaver,Canada,,,,,,,
BXI,Boundiali,Boundiali,Cote D'Ivoire,,,,,,,
LYN,Bron,Lyon,France,,,,,,,
DON,Dos Lagunas,Dos Lagunas,Guatemala,,,,,,,
MZN,Minj,Minj,Papua New Guinea,,,,,,,
UCT,Ukhta,Ukhta,Russian Federation,,,,,,,
DRU,Drummond,Drummond,United States,,,,,,,
KWB,Karimunjawa,Karimunjawa,Indonesia,,,,,,,
TRD,Værnes,Trondheim,Norway,,,,,,,
SKJ,Sitkinak Cgs,Sitkinak Island,United States,,,,,,,
ERV,Kerrville,Kerrville,United States,,,,,,,
DRO,La Plata,Durango,United States,,,,,,,
IJX,Municipal,Jacksonville,United States,,,,,,,
HIO,Portland,Hillsboro,United States,,,,,,,
GOG,Gobabis,Gobabis,Namibia,,,,,,,
HZV,Hazyview,Hazyview,South Africa,,,,,,,
KBG,Kabalega Falls,Kabalega Falls,Uganda,,,,,,,
BVO,Bartlesville,Bartlesville,United States,,,,,,,
CBC,Cherrabun,Cherrabun,Australia,,,,,,,
NBW,Guantanamo NAS,Guantanamo,Cuba,,,,,,,
USS,Sancti Spiritus,Sancti Spiritus,Cuba,,,,,,,
VNE,Meucon,Vannes,France,,,,,,,
MEQ,Seunagan,Meulaboh,Indonesia,,,,,,,
TCV,Tete,Tete,Mozambique,,,,,,,
KGZ,Glacier Creek,Glacier Creek,United States,,,,,,,
RME,Griffiss AFB,"Rome, NY",United States,,,,,,,
LHM,Lincoln Regional Airport,"Lincoln, CA",United States,,,,,,,
CEG,Chester,Chester,United Kingdom,,,,,,,
FNT,Bishop International Airport,Flint,United States,,,,,,,
PRT,Coast Guard Heliport,Point Retreat,United States,,,,,,,
POZ,Lawica,Poznan,Poland,,,,,,,
THY,Thohoyandou,Thohoyandou,South Africa,,,,,,,
AXX,Angel Fire,Angel Fire,United States,,,,,,,
SPQ,Catalina SPB,San Pedro,United States,,,,,,,
FEK,Ferkessedougou,Ferkessedougou,Cote d'Ivoire,,,,,,,
GLC,Geladi,Geladi,Ethiopia,,,,,,,
LPP,Lappeenranta,Lappeenranta,Finland,,,,,,,
BAW,Biawonque,Biawonque,Gabon,,,,,,,
PRD,Pardoo,Pardoo,Australia,,,,,,,
YSS,Slate Island,Slate Island,Canada,,,,,,,
ZBR,Chah-Bahar,Chah-Bahar,Iran,,,,,,,
MKM,Mukah,Mukah,Malaysia,,,,,,,
GUN,Gunter AFB,Montgomery,United States,,,,,,,
OEA,Oneal,Vincennes,United States,,,,,,,
BOO,Bodo,Bodo,Norway,,,,,,,
BPK,Biangabip,Biangabip,Papua New Guinea,,,,,,,
CMS,Scusciuban,Scusciuban,Somalia,,,,,,,
TDT,Tanda Tula,Tanda Tula,South Africa,,,,,,,
BXN,Imsik Airport,Bodrum,Turkey,,,,,,,
RCT,Miller Field,Reed City,United States,,,,,,,
CBK,Municipal,Colby,United States,,,,,,,
LBH,Palm Beach SPB,Sydney,Australia,,,,,,,
OCA,Ocean Reef,Ocean Reef,United States,,,,,,,
CHZ,State,Chiloquin,United States,,,,,,,
IIL,Ilaam,Ilaam,Iran,,,,,,,
BJM,International,Bujumbura,Burundi,,,,,,,
SCQ,Santiago De Compostela,Santiago De Compostela,Spain,,,,,,,
BHX,Birmingham International Airport,Birmingham,United Kingdom,,,,,,,
FIC,Fire Cove,Fire Cove,United States,,,,,,,
CRE,Grand Strand Airport,Myrtle Beach,United States,,,,,,,
HMS,Homeshore,Homeshore AK,United States,,,,,,,
TCN,Tehuacan,Tehuacan,Mexico,,,,,,,
MGZ,Myeik,Myeik,Myanmar,,,,,,,
